"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","26 Jun 2023","18682.35","18722.05","18646.70","18691.20"
"NIFTY 50","23 Jun 2023","18741.85","18756.40","18647.10","18665.50"
"NIFTY 50","22 Jun 2023","18853.60","18886.60","18759.50","18771.25"
"NIFTY 50","21 Jun 2023","18849.40","18875.90","18794.85","18856.85"
"NIFTY 50","20 Jun 2023","18752.35","18839.70","18660.65","18816.70"
"NIFTY 50","19 Jun 2023","18873.30","18881.45","18719.15","18755.45"
"NIFTY 50","16 Jun 2023","18723.30","18864.70","18710.50","18826.00"
"NIFTY 50","15 Jun 2023","18774.45","18794.10","18669.05","18688.10"
"NIFTY 50","14 Jun 2023","18744.60","18769.70","18690.00","18755.90"
"NIFTY 50","13 Jun 2023","18631.80","18728.90","18631.80","18716.15"
"NIFTY 50","12 Jun 2023","18595.05","18633.60","18559.75","18601.50"
"NIFTY 50","09 Jun 2023","18655.90","18676.65","18555.40","18563.40"
"NIFTY 50","08 Jun 2023","18725.35","18777.90","18615.60","18634.55"
"NIFTY 50","07 Jun 2023","18665.60","18738.95","18636.00","18726.40"
"NIFTY 50","06 Jun 2023","18600.80","18622.75","18531.60","18599.00"
"NIFTY 50","05 Jun 2023","18612.00","18640.15","18582.80","18593.85"
"NIFTY 50","02 Jun 2023","18550.85","18573.70","18478.40","18534.10"
"NIFTY 50","01 Jun 2023","18579.40","18580.30","18464.55","18487.75"
"NIFTY 50","31 May 2023","18594.20","18603.90","18483.85","18534.40"
"NIFTY 50","30 May 2023","18606.65","18662.45","18575.50","18633.85"
"NIFTY 50","29 May 2023","18619.15","18641.20","18581.25","18598.65"
"NIFTY 50","26 May 2023","18368.35","18508.55","18333.15","18499.35"
"NIFTY 50","25 May 2023","18268.90","18338.10","18202.40","18321.15"
"NIFTY 50","24 May 2023","18294.80","18392.60","18262.95","18285.40"
"NIFTY 50","23 May 2023","18362.90","18419.75","18324.20","18348.00"
"NIFTY 50","22 May 2023","18201.10","18335.25","18178.85","18314.40"
"NIFTY 50","19 May 2023","18186.15","18218.10","18060.40","18203.40"
"NIFTY 50","18 May 2023","18287.50","18297.20","18104.85","18129.95"
"NIFTY 50","17 May 2023","18300.45","18309.00","18115.35","18181.75"
"NIFTY 50","16 May 2023","18432.35","18432.35","18264.35","18286.50"
"NIFTY 50","15 May 2023","18339.30","18458.90","18287.90","18398.85"
"NIFTY 50","12 May 2023","18273.75","18342.75","18194.55","18314.80"
"NIFTY 50","11 May 2023","18357.80","18389.70","18270.40","18297.00"
"NIFTY 50","10 May 2023","18313.60","18326.75","18211.95","18315.10"
"NIFTY 50","09 May 2023","18303.40","18344.20","18229.65","18265.95"
"NIFTY 50","08 May 2023","18120.60","18286.95","18100.30","18264.40"
"NIFTY 50","05 May 2023","18117.30","18216.95","18055.45","18069.00"
"NIFTY 50","04 May 2023","18081.00","18267.45","18066.70","18255.80"
"NIFTY 50","03 May 2023","18113.80","18116.35","18042.40","18089.85"
"NIFTY 50","02 May 2023","18124.80","18180.25","18101.75","18147.65"
"NIFTY 50","28 Apr 2023","17950.40","18089.15","17885.30","18065.00"
"NIFTY 50","27 Apr 2023","17813.10","17931.60","17797.90","17915.05"
"NIFTY 50","26 Apr 2023","17767.30","17827.75","17711.20","17813.60"
"NIFTY 50","25 Apr 2023","17761.55","17807.45","17716.85","17769.25"
"NIFTY 50","24 Apr 2023","17707.55","17754.50","17612.50","17743.40"
"NIFTY 50","21 Apr 2023","17639.75","17663.20","17553.95","17624.05"
"NIFTY 50","20 Apr 2023","17638.60","17684.45","17584.35","17624.45"
"NIFTY 50","19 Apr 2023","17653.35","17666.15","17579.85","17618.75"
"NIFTY 50","18 Apr 2023","17766.60","17766.60","17610.20","17660.15"
"NIFTY 50","17 Apr 2023","17863.00","17863.00","17574.05","17706.85"
"NIFTY 50","13 Apr 2023","17807.30","17842.15","17729.65","17828.00"
"NIFTY 50","12 Apr 2023","17759.55","17825.75","17717.25","17812.40"
"NIFTY 50","11 Apr 2023","17704.80","17748.75","17655.15","17722.30"
"NIFTY 50","10 Apr 2023","17634.90","17694.10","17597.95","17624.05"
"NIFTY 50","06 Apr 2023","17533.85","17638.70","17502.85","17599.15"
"NIFTY 50","05 Apr 2023","17422.30","17570.55","17402.70","17557.05"
"NIFTY 50","03 Apr 2023","17427.95","17428.05","17312.75","17398.05"
"NIFTY 50","31 Mar 2023","17210.35","17381.60","17204.65","17359.75"
"NIFTY 50","29 Mar 2023","16977.30","17126.15","16940.60","17080.70"
"NIFTY 50","28 Mar 2023","17031.75","17061.75","16913.75","16951.70"
"NIFTY 50","27 Mar 2023","16984.30","17091.00","16918.55","16985.70"
"NIFTY 50","24 Mar 2023","17076.20","17109.45","16917.35","16945.05"
"NIFTY 50","23 Mar 2023","17097.40","17205.40","17045.30","17076.90"
"NIFTY 50","22 Mar 2023","17177.45","17207.25","17107.85","17151.90"
"NIFTY 50","21 Mar 2023","17060.40","17127.70","17016.00","17107.50"
"NIFTY 50","20 Mar 2023","17066.60","17066.60","16828.35","16988.40"
"NIFTY 50","17 Mar 2023","17111.80","17145.80","16958.15","17100.05"
"NIFTY 50","16 Mar 2023","16994.65","17062.45","16850.15","16985.60"
